app_id,tags
207000,"['indie', 'action', 'adventure', 'platformer', 'singleplayer']"
207020,"['racing', 'arcade', 'local multiplayer', 'top-down', 'split screen', 'singleplayer', '4 player local']"
207040,"[""shoot 'em up"", 'indie', 'bullet hell', 'action', 'arcade', 'side scroller', 'shooter', 'singleplayer', '2d', 'difficult', 'steampunk', 'controller']"
207080,"['movie', 'documentary', 'indie', 'great soundtrack', 'linear', 'story rich', 'emotional', 'game development', 'feature film', 'singleplayer', 'dystopian ', 'post-apocalyptic', 'anime', 'female protagonist']"
20710,"['indie', 'strategy', 'action', 'puzzle', 'sci-fi', 'robots', 'rpg', 'isometric']"
207140,"['multiplayer', 'racing', 'local multiplayer', 'indie', 'competitive', 'fast-paced', 'platformer', 'action', '2d', '4 player local', 'funny', 'parkour', 'sports', 'controller', 'local co-op', 'co-op', 'level editor', 'singleplayer', 'arcade', 'superhero']"
207150,"['strategy', 'indie', 'action', 'moba', 'space', 'multiplayer']"
207170,"['dungeon crawler', 'rpg', 'grid-based movement', 'indie', 'fantasy', 'old school', 'adventure', 'party-based rpg', 'singleplayer', 'first-person', 'puzzle', 'real-time', 'atmospheric', 'moddable', 'retro', 'difficult', 'character customization', 'action', 'tactical', 'level editor']"
207190,"['racing', 'action', 'adventure', 'local multiplayer']"
207210,"['sports', 'remake', 'arcade', 'singleplayer', 'simulation', 'third person', 'open world', 'classic', 'multiplayer', 'great soundtrack', 'action']"
207230,"['free to play', 'anime', 'action', 'fighting', 'multiplayer', 'massively multiplayer', 'moba', 'indie', 'pvp', 'mmorpg', 'third person', 'hack and slash', 'rpg', 'adventure', 'fantasy', 'team-based', 'female protagonist', 'online co-op', 'co-op', 'third-person shooter']"
207250,"['tower defense', 'strategy', 'indie', 'multiplayer', 'singleplayer', 'touch-friendly']"
207320,"['action', 'great soundtrack', 'rpg', 'jrpg', 'adventure', 'action rpg', 'difficult', 'anime', 'singleplayer', 'fantasy', 'dungeon crawler', 'hack and slash', 'top-down', 'remake', 'classic']"
207350,"['rpg', 'jrpg', 'great soundtrack', 'action', 'action rpg', 'adventure', 'anime', 'difficult', 'hack and slash', 'dungeon crawler', 'fantasy', 'singleplayer', 'female protagonist', 'story rich', 'classic', 'remake', '3d vision', '2d']"
207370,"['bullet hell', 'anime', ""shoot 'em up"", 'action', 'indie', '2d', 'shooter', 'arcade', 'female protagonist']"
207380,"['bullet hell', 'anime', ""shoot 'em up"", 'action', 'female protagonist', 'indie', 'great soundtrack', 'cute', '2d', 'arcade', 'shooter']"
207400,"['bullet hell', 'anime', ""shoot 'em up"", 'action', 'great soundtrack', 'arcade', 'indie', 'female protagonist', 'singleplayer', '2d', 'cute', 'shooter', 'difficult']"
207420,"['indie', 'arcade', 'pixel graphics', 'retro', 'action', 'adventure', '2d', 'singleplayer', 'old school', 'fantasy', 'casual', 'puzzle', 'magic', 'rpg']"
207430,"['traditional roguelike', 'rogue-like', 'indie', 'rpg', 'pixel graphics', 'casual', 'perma death', 'singleplayer', 'hack and slash', 'turn-based', 'difficult', 'dungeon crawler', 'loot', '2d', 'fantasy', 'retro', 'rogue-lite']"
207490,"['platformer', '2d', 'local co-op', 'adventure', 'cartoony', 'great soundtrack', 'action', 'colorful', 'funny', 'singleplayer', 'co-op', 'local multiplayer', 'controller', 'comedy', '4 player local', 'family friendly', 'multiplayer', 'side scroller', 'fantasy', 'difficult']"
207530,"['action', 'indie', 'pixel graphics', ""beat 'em up"", 'platformer', 'side scroller', 'female protagonist', 'great soundtrack', 'singleplayer', '2d', 'beautiful', 'arcade', 'retro', 'anime', 'short']"
207570,"['puzzle', 'indie', 'casual', 'abstract', 'difficult', 'singleplayer', '3d', 'sokoban']"
207650,"['indie', 'puzzle', 'action', 'strategy', 'local co-op', 'local multiplayer', 'co-op', 'singleplayer', 'casual', '2d', '4 player local', 'controller']"
207670,"['indie', 'casual', 'music']"
207690,"['casual', 'funny', 'point & click', 'exploration', 'story rich', 'colorful', 'nature', 'stylized', 'family friendly', 'cute', 'surreal', 'relaxing', 'puzzle', '2d', 'hand-drawn', 'cartoony', 'atmospheric', 'comedy', 'singleplayer', 'adventure']"
207710,"['indie', 'casual', 'strategy']"
207730,"['strategy', 'action', 'rts']"
207750,"['music', 'indie', ""shoot 'em up"", 'action', 'rhythm', 'casual', 'bullet hell', 'music-based procedural generation', 'arcade', 'singleplayer', 'shooter', 'procedural generation']"
207790,"['simulation', 'arcade', 'flight']"
207930,"['action', ""beat 'em up"", 'local co-op', 'side scroller', 'co-op', 'platformer', 'online co-op', 'arcade', 'multiplayer', 'local multiplayer', 'rpg', '2d', 'fighting', 'fantasy', 'controller', 'indie', 'hack and slash', 'singleplayer']"
208030,"['free to play', 'simulation', 'action', 'indie', 'space', 'multiplayer']"
208090,"['free to play', 'third-person shooter', 'action', 'gore', 'multiplayer', 'gun customization', 'shooter', 'funny', 'fast-paced', 'indie', 'comedy', 'mature', 'character customization', 'third person', 'blood', 'cartoony', 'massively multiplayer', 'co-op', 'crafting', 'arena shooter']"
208110,"['adventure', 'point & click', 'casual', 'puzzle', 'exploration', 'first-person', 'atmospheric', 'story rich', 'classic', 'mystery', 'singleplayer']"
208140,"['strategy', '4x', 'space', 'sci-fi', 'turn-based strategy', 'turn-based', 'multiplayer', 'singleplayer', 'indie', 'exploration', 'great soundtrack', 'futuristic', 'diplomacy', 'grand strategy', 'aliens', 'simulation', 'atmospheric', 'replay value', 'management', 'sandbox']"
20820,"['great soundtrack', 'indie', 'arcade', 'action', 'local co-op', 'fast-paced', 'singleplayer', 'co-op', 'psychedelic', 'stylized', 'sci-fi', 'local multiplayer', 'space', 'casual', 'rhythm', 'adventure', 'soundtrack', 'electronic music']"
208200,"['fps', 'horror', 'action', 'shooter', 'classic', 'sci-fi', 'first-person', 'singleplayer', 'gore', 'demons', 'multiplayer', 'dark', 'zombies', 'mars', 'atmospheric', 'space', 'survival horror', 'great soundtrack', 'survival', '3d vision']"
208400,"['rpg', 'indie', 'isometric', 'party-based rpg', 'turn-based', 'fantasy', 'singleplayer', 'strategy', 'old school', 'turn-based combat', 'crpg', 'grid-based movement', 'remake', 'story rich', '2d', 'open world', 'adventure', 'exploration', 'retro', 'female protagonist']"
208460,"['strategy', 'action', 'indie', 'rts']"
208480,"['adventure', 'open world', 'action', 'assassin', 'parkour', 'stealth', 'third person', 'historical', 'multiplayer', 'america', 'singleplayer', 'story rich', 'hunting', 'atmospheric', 'action-adventure', 'sandbox', 'alternate history', 'conspiracy', 'controller', '3d']"
208500,"['racing', 'automobile sim', 'simulation', 'sports', 'multiplayer', 'realistic', 'driving', 'controller', 'singleplayer', 'co-op', 'split screen']"
208520,"['crime', 'strategy', 'management', 'simulation', 'turn-based strategy', 'turn-based', 'rpg', 'turn-based combat', 'singleplayer', 'tactical', 'multiplayer', 'historical', 'sandbox', 'turn-based tactics', 'atmospheric', 'open world']"
208580,"['rpg', 'story rich', 'sci-fi', 'singleplayer', 'classic', 'choices matter', 'real-time with pause', 'party-based rpg', 'adventure', 'character customization', 'moddable', 'third person', 'multiple endings', 'space', 'atmospheric', 'female protagonist', 'action', 'turn-based combat', 'turn-based', 'great soundtrack']"
208600,"['simulation', 'vr', 'space', 'indie', 'flight', 'physics', 'realistic', 'multiplayer', 'singleplayer', 'difficult', 'trackir']"
208620,"['adventure', 'casual', 'hidden object', 'puzzle']"
208630,"['adventure', 'casual', 'hidden object', 'puzzle', 'point & click']"
208640,"['adventure', 'casual', 'hidden object', 'puzzle']"
208650,"['action', 'open world', 'superhero', 'stealth', 'third person', 'singleplayer', 'adventure', 'detective', 'story rich', 'fighting', 'atmospheric', 'dark', 'comic book', ""beat 'em up"", 'mature', 'puzzle', 'horror', 'sandbox', 'strategy', 'epic']"
208670,"['action', 'female protagonist', 'hack and slash', 'adventure', 'third person', 'singleplayer', 'fantasy', 'spectacle fighter', 'time manipulation', 'character action game', 'rpg', 'nudity', 'controller', 'multiplayer', 'sexual content', 'anime', ""beat 'em up"", 'difficult']"
208710,"['indie', 'action', 'puzzle']"
208730,"['rpg', 'fantasy', 'action', 'story rich', 'third person', 'choices matter', 'medieval', 'singleplayer', 'adventure', 'based on a novel', 'open world', 'character customization', 'action rpg', 'multiple endings', 'controller', 'nudity', 'dark fantasy', 'sexual content', 'multiplayer', 'mature']"
208750,"['mythology', 'action', 'metroidvania', 'adventure', 'platformer', 'indie', '2d', 'rpg', 'side scroller', 'historical', 'singleplayer', 'stylized', 'atmospheric', 'great soundtrack', 'difficult', 'hack and slash', 'souls-like', 'nudity', 'multiplayer']"
20900,"['rpg', 'fantasy', 'story rich', 'mature', 'singleplayer', 'choices matter', 'action', 'third person', 'nudity', 'adventure', 'dark fantasy', 'based on a novel', 'atmospheric', 'open world', 'great soundtrack', 'medieval', 'multiple endings', 'action rpg', 'magic', 'classic']"
209000,"['action', 'open world', 'superhero', 'adventure', 'stealth', 'third person', 'singleplayer', 'multiplayer', 'fighting', ""beat 'em up"", 'comic book', 'detective', 'story rich', 'atmospheric', 'action-adventure', 'controller', '3d vision', 'sandbox', 'third-person shooter', 'rpg']"
209060,"['arena shooter', 'bullet hell', 'fps', 'shooter', 'arcade', 'first-person', 'funny', 'action', 'sci-fi', 'level editor', 'score attack', 'moddable', 'comedy', 'robots', 'futuristic', 'singleplayer', 'indie', 'sexual content', 'nudity', 'great soundtrack']"
209080,"['steampunk', 'team-based', 'multiplayer', 'co-op', 'action', 'tactical', 'indie', 'competitive', 'simulation', 'adventure', 'flight', 'fps', 'online co-op', 'pvp', 'strategy', 'first-person', 'shooter', 'class-based', 'kickstarter', 'massively multiplayer']"
209100,"['action', 'zombies', 'multiplayer', 'co-op', 'horror', 'third-person shooter', 'singleplayer', 'third person', 'shooter', 'survival horror', 'female protagonist', 'adventure']"
209120,"['fighting', 'action', '2d fighter', 'arcade', 'multiplayer', 'local multiplayer', 'local co-op', 'controller', 'online co-op', '2.5d', ""beat 'em up"", 'anime', 'co-op', '2d', '3d vision', '4 player local', 'singleplayer']"
209160,"['dog', 'fps', 'action', 'multiplayer', 'shooter', 'first-person', 'singleplayer', 'military', 'war', 'co-op', 'online co-op', 'america', 'linear', 'fast-paced', 'hacking', 'tactical', 'survival horror', 'futuristic', 'team-based', 'competitive']"
209190,"['stealth', 'platformer', 'indie', 'puzzle', 'action', 'singleplayer', '2d', 'gamemaker', 'difficult', 'fast-paced', 'great soundtrack', 'puzzle-platformer', 'pixel graphics', 'level editor', 'gore']"
20920,"['rpg', 'fantasy', 'mature', 'story rich', 'choices matter', 'singleplayer', 'third person', 'nudity', 'adventure', 'dark fantasy', 'multiple endings', 'open world', 'action', 'atmospheric', 'based on a novel', 'well-written', 'difficult', 'medieval', 'magic', 'dark']"
209230,"['adventure', 'casual', 'hidden object', 'puzzle', 'point & click', 'detective', 'mystery', 'singleplayer']"
209270,"['strategy', 'indie', 'turn-based', 'multiplayer', 'asynchronous multiplayer', 'casual', 'turn-based strategy']"
209330,"['platformer', 'action', 'indie', 'adventure', 'procedural generation', 'experimental', 'open world', 'multiplayer', 'co-op', 'metroidvania', 'roguevania', 'action roguelike', '2d', 'rogue-lite', 'magic', 'singleplayer', 'loot', 'fantasy', 'sci-fi', 'side scroller']"
209360,"['action', 'indie', 'zombies', 'twin stick shooter']"
209370,"['visual novel', 'anime', 'indie', 'sci-fi', 'story rich', 'interactive fiction', 'lgbtq+', 'singleplayer', 'hacking', 'great soundtrack', 'multiple endings', 'female protagonist', 'dating sim', 'mystery', 'romance', 'adventure', '2d', 'dark', 'cute', 'mature']"
209390,"['strategy', 'sports', 'fantasy', 'games workshop']"
209520,"['racing', 'indie', 'casual', 'arcade', 'top-down']"
209540,"['space', 'action', 'mechs', 'sci-fi', 'indie', 'simulation', 'shooter', 'flight', 'singleplayer', 'great soundtrack', 'space sim', 'robots', 'third person', 'third-person shooter', 'kickstarter', 'controller']"
209610,"['simulation', 'indie', 'casual']"
209630,"['puzzle', 'lovecraftian', 'adventure', 'action', 'cyberpunk', 'indie', 'first-person', 'sci-fi', 'singleplayer', 'fps', 'horror', 'platformer']"
209650,"['dog', 'fps', 'action', 'multiplayer', 'shooter', 'futuristic', 'first-person', 'sci-fi', 'singleplayer', 'linear', 'america', 'war', 'quick-time events', 'military', 'illuminati', 'online co-op', 'co-op', 'pvp', 'fast-paced', 'mechs']"
209670,"['strategy', 'indie', 'action', '2d', 'physics', 'sandbox', 'pixel graphics', 'moddable', 'local co-op', 'sci-fi', 'singleplayer', 'local multiplayer', 'difficult', 'gore', 'platformer', 'multiplayer', 'split screen', 'rts', 'violent', 'replay value']"
209690,"['tower defense', 'strategy', 'indie', 'casual', 'singleplayer', 'touch-friendly']"
209710,"['free to play', 'rpg', 'massively multiplayer', 'action', 'casual', 'mmorpg', 'multiplayer']"
209730,"['rpg', 'action', 'hack and slash', 'action rpg', 'fantasy', 'local co-op', 'co-op', 'top-down', 'dungeon crawler', 'isometric']"
209750,"['action', 'violent', 'strategy', 'singleplayer']"
209790,"['puzzle', 'indie', 'casual', 'relaxing', 'great soundtrack', 'touch-friendly', 'singleplayer', 'abstract']"
209830,"['horror', 'indie', 'survival horror', 'pixel graphics', 'adventure', 'atmospheric', '2d', 'rpg', 'action', 'psychological horror', 'great soundtrack', 'dark', 'singleplayer', 'zombies', 'simulation', 'retro', 'survival', 'side scroller', 'exploration', 'story rich']"
209850,"['casual', 'strategy', 'indie', 'turn-based', 'turn-based strategy']"
209870,"['free to play', 'fps', 'multiplayer', 'action', 'shooter', 'gun customization', 'first-person', 'futuristic', 'mechs', 'co-op', 'sci-fi', 'military', 'cyberpunk', 'zombies', 'singleplayer', 'massively multiplayer', 'tactical', 'fast-paced', 'competitive', 'rpg']"
209950,"['casual', 'strategy', 'indie', 'puzzle', 'match 3', 'cute', 'singleplayer', 'addictive', 'city builder']"
2100,"['rpg', 'first-person', 'action', 'fantasy', 'swordplay', 'dark fantasy', 'adventure', 'magic', 'classic', 'singleplayer', 'stealth', 'multiple endings', 'medieval', 'action rpg', 'story rich', 'atmospheric', 'gore', 'immersive sim', 'hack and slash', 'multiplayer']"
21010,"['action', ""beat 'em up"", 'superhero', 'third person', 'local co-op', 'fighting', 'comic book', 'co-op', 'adventure', 'multiplayer', 'violent']"
210150,"['simulation', 'racing', 'strategy', 'action']"
210170,"['indie', 'lemmings', 'strategy', 'action', 'puzzle', 'nature', '2d', 'singleplayer', 'atmospheric', 'cute', 'hand-drawn', 'relaxing', 'touch-friendly', 'casual']"
210230,"['adventure', 'point & click', 'puzzle', 'story rich', 'mouse only', 'great soundtrack', 'female protagonist', 'drama', 'funny', '2.5d', 'detective', 'atmospheric', 'exploration', 'casual', 'family friendly', 'retro', 'remake', 'mystery', '2d', ""1990's""]"
210490,"['strategy', 'action', 'indie']"
210550,"['casual', 'physics', 'puzzle', 'touch-friendly', 'family friendly', 'singleplayer', 'space', '2d', 'indie', 'free to play', 'birds', 'action', 'horror']"
210770,"['tower defense', 'fps', 'co-op', 'strategy', 'action', 'sci-fi', 'indie', 'online co-op', 'multiplayer', 'first-person', 'shooter', 'singleplayer', 'survival', 'aliens', 'futuristic', 'female protagonist', 'combat', 'funny', 'great soundtrack', 'rpg']"
210870,"['precision platformer', 'indie', 'action roguelike', 'platformer', 'local co-op', 'difficult', 'local multiplayer', '4 player local', '2d', 'procedural generation', 'kickstarter']"
21090,"['horror', 'fps', 'action', 'bullet time', 'classic', 'singleplayer', 'shooter', 'atmospheric', 'gore', 'first-person', 'psychological horror', 'dark', 'story rich', 'sci-fi', 'jump scare', 'great soundtrack', 'survival horror', 'old school', 'thriller', 'multiplayer']"
210950,"['action', 'adventure', 'third person', 'classic', 'hack and slash', 'vikings', 'multiplayer', 'gore', 'singleplayer', 'mythology', 'fantasy', 'rpg', 'nostalgia']"
210970,"['puzzle', 'exploration', 'first-person', 'open world', 'singleplayer', 'colorful', 'indie', 'atmospheric', 'difficult', 'walking simulator', 'adventure', 'mystery', 'nonlinear', 'philosophical', 'relaxing', 'surreal', 'casual', 'great soundtrack', 'story rich', 'beautiful']"
21100,"['fps', 'horror', 'co-op', 'action', 'multiplayer', 'shooter', 'singleplayer', 'gore', 'first-person', 'online co-op', 'bullet time', 'sci-fi', 'adventure', 'co-op campaign', 'zombies', 'atmospheric', 'story rich', 'mechs', 'controller', 'short']"
211010,"['action', 'indie', 'rpg', 'gore', 'shooter', 'singleplayer', 'top-down shooter', 'aliens', 'isometric']"
211050,"['strategy', 'chess', 'casual', 'board game', 'turn-based strategy', 'turn-based', 'multiplayer']"
211070,"['strategy', 'casual', 'action', 'chess', 'board game']"
211160,"['action', 'adventure', 'hack and slash', 'vikings', 'singleplayer', 'third person', 'fantasy', 'open world', 'strategy', 'mythology', 'controller', 'rpg', 'gore', 'action rpg']"
211180,"['indie', 'puzzle', 'adventure', 'casual', 'physics', 'platformer', 'robots']"
211260,"['platformer', 'difficult', 'lovecraftian', 'pixel graphics', 'gore', 'female protagonist', 'precision platformer', '2d platformer', 'blood', 'hack and slash', 'cute', 'action', 'gothic', 'singleplayer', ""beat 'em up"", 'electronic music', 'supernatural', 'indie', '2d', 'side scroller']"
211280,"['action', 'indie', 'gore', 'violent', 'co-op', 'top-down', 'horror', 'zombies', 'shooter', 'top-down shooter']"
21130,"['lego', 'adventure', 'local co-op', 'action', 'magic', 'family friendly', 'multiplayer', 'fantasy', 'singleplayer', 'comedy', 'split screen', 'co-op', 'funny', 'open world', 'puzzle', 'controller', 'local multiplayer', 'third person', '3d platformer', 'atmospheric']"
211340,"['visual novel', 'dating sim', 'female protagonist', 'anime', 'rpg', 'indie', 'fantasy', 'magic', 'adventure', 'otome', 'romance', 'character customization', 'story rich', 'singleplayer', 'choices matter', 'lgbtq+', 'simulation', 'dungeon crawler', 'puzzle', 'turn-based']"
211360,"['indie', 'puzzle', 'platformer', 'cute', 'adventure', 'puzzle-platformer', '2d', 'singleplayer', 'retro', 'family friendly', 'pixel graphics', 'time attack', 'female protagonist', 'action', 'level editor']"
211400,"['zombies', 'platformer', 'indie', 'action', 'post-apocalyptic', 'adventure', 'atmospheric', 'side scroller', 'singleplayer', 'parkour', '2d', 'survival', 'horror', '2.5d', 'puzzle', 'great soundtrack', 'short', 'controller', 'story rich', 'noir']"
211420,"['souls-like', 'rpg', 'dark fantasy', 'difficult', 'action', 'exploration', 'lore-rich', 'fantasy', 'unforgiving', 'adventure', 'atmospheric', 'immersive', 'third person', 'action rpg', 'addictive', 'open world', 'replay value', 'dark', 'multiplayer', 'great soundtrack']"
211440,"['platformer', 'indie', 'puzzle', 'puzzle-platformer', 'local co-op', '2d', 'singleplayer', 'co-op', 'local multiplayer', 'time manipulation', 'action']"
211500,"['free to play', 'racing', 'automobile sim', 'realistic', 'multiplayer', 'driving', 'simulation', 'competitive', 'physics', 'pvp', 'difficult', 'sports', 'controller', 'vr', 'singleplayer', 'first-person', 'massively multiplayer', 'e-sports', 'co-op', 'artificial intelligence']"
211580,"['rpg', 'indie', 'adventure', 'action', 'multiplayer', 'pixel graphics', 'online co-op', 'co-op', 'gamemaker']"
211600,"['stealth', 'classic', 'first-person', 'atmospheric', 'steampunk', 'immersive sim', 'action', 'horror', 'singleplayer', 'fantasy', 'immersive', 'adventure', 'medieval', 'dark fantasy', 'cult classic', 'dark', 'story rich', ""1990's"", 'exploration', 'moddable']"
211740,"['stealth', 'classic', 'steampunk', 'atmospheric', 'first-person', 'immersive sim', 'action', 'singleplayer', 'story rich', 'fantasy', 'immersive', 'dark fantasy', 'dark', 'cult classic', 'medieval', 'adventure', 'sequel', 'fps', 'horror', 'great soundtrack']"
211780,"['action', 'tactical', 'third-person shooter', 'multiplayer', 'classic', 'singleplayer', 'military', 'strategy', 'shooter', 'third person']"
211800,"['casual', 'indie', 'zombies', 'vampire', 'werewolves', 'management', 'cooking', 'time management', 'singleplayer']"
211820,"['open world survival craft', 'sandbox', 'survival', 'space', 'adventure', 'crafting', 'pixel graphics', 'online co-op', 'multiplayer', 'open world', 'exploration', 'relaxing', 'indie', '2d', 'action', 'building', 'co-op', 'rpg', 'atmospheric', 'sci-fi']"
211900,"['strategy', 'indie', 'turn-based', 'fantasy', '4x', 'turn-based strategy', 'singleplayer', 'dwarf', '2d']"
211970,"['racing', 'simulation']"
212010,"['space', 'third-person shooter', 'exploration', '3d fighter', 'space sim', 'shooter', 'arcade', 'action-adventure', '3d', '3d vision', 'linear', 'flight', 'historical', 'third person', 'action', 'sci-fi', 'simulation', 'atmospheric', 'adventure', 'singleplayer']"
212030,"['action', 'indie', ""beat 'em up"", 'martial arts', 'fighting', 'local co-op', 'co-op', 'difficult', 'local multiplayer', 'singleplayer']"
212050,"['adventure', 'point & click', 'indie', 'sci-fi', 'retro', 'pixel graphics', 'singleplayer', 'mystery', 'puzzle', 'story rich', 'kickstarter', 'female protagonist', '2d', 'escape room']"
212070,"['online co-op', 'free to play', 'space sim', 'open world', 'massively multiplayer', 'action', 'pve', 'trading', 'sandbox', 'shooter', 'flight', 'crafting', '3d', 'choose your own adventure', 'rpg', 'third person', 'sci-fi', 'atmospheric', 'science', 'aliens']"
212110,"['indie', 'platformer', 'action', 'puzzle-platformer', '2d', 'singleplayer', 'casual', 'soundtrack', 'cute', 'difficult', 'puzzle', 'short', '2d platformer', 'colorful', 'comic book', 'family friendly', 'controller', 'multiple endings', 'anime', 'e-sports']"
212390,"['free to play', 'rpg', 'massively multiplayer', 'action', 'mmorpg', 'hack and slash', 'character customization', 'adventure', 'open world', 'multiplayer', 'pvp', 'fantasy']"
212410,"['action', 'gore', 'third-person shooter', 'violent', 'sci-fi', 'co-op', 'third person', 'shooter', '3d vision', 'singleplayer']"
212480,"['racing', 'local multiplayer', 'multiplayer', 'great soundtrack', 'local co-op', 'sports', 'split screen', 'arcade', 'replay value', '4 player local', 'controller', 'family friendly', 'online co-op', 'singleplayer', 'fast-paced', 'colorful', 'action', 'co-op', 'adventure', 'touch-friendly']"
212500,"['free to play', 'mmorpg', 'massively multiplayer', 'open world', 'fantasy', 'rpg', 'adventure', 'multiplayer', 'character customization', 'based on a novel', 'exploration', 'action', 'story rich', 'online co-op', 'co-op', 'survival', 'third person', 'singleplayer', 'pvp', 'dark fantasy']"
212580,"['action', 'adventure', 'open world', 'superhero', 'singleplayer', 'third person', 'stealth', 'funny', 'comic book', 'sandbox', 'movie', 'free to play', 'multiplayer']"
212630,"['action', 'stealth', 'third-person shooter', 'tactical', 'co-op', 'multiplayer', 'shooter', 'singleplayer', 'third person', 'gun customization', 'fps', 'futuristic', 'military', 'open world', 'adventure', 'controller', 'atmospheric', 'online co-op', 'strategy', 'first-person']"
212680,"['rogue-like', 'space', 'strategy', 'sci-fi', 'indie', 'singleplayer', 'perma death', 'difficult', 'replay value', 'real-time with pause', 'procedural generation', 'tactical', 'space sim', 'top-down', '2d', 'rogue-lite', 'survival', 'choose your own adventure', 'simulation', 'adventure']"
212700,"['action', 'indie', 'adventure', 'platformer', 'local co-op', 'puzzle', 'co-op']"
212780,"['sports', 'indie', 'simulation', 'football (soccer)']"
212800,"['free to play', 'indie', 'platformer', 'pixel graphics', 'action', '2d', 'shooter', 'arcade', 'multiplayer', 'singleplayer', 'difficult', 'retro', 'addictive', 'gamemaker', 'fast-paced', 'controller', 'co-op', 'great soundtrack', 'family friendly', 'rogue-like']"
21300,"['arcade', 'indie', 'retro']"
213030,"['jrpg', 'lovecraftian', 'detective', 'turn-based combat', 'comedy', 'retro', 'mystery', 'pixel graphics', 'rpg', 'singleplayer', 'funny', 'indie', 'party-based rpg', 'rpgmaker', 'top-down', '2d', 'turn-based', 'adventure', 'sequel', 'controller']"
213120,"['action', 'third person', 'robots', 'shooter', 'multiplayer', 'sci-fi', 'third-person shooter', 'singleplayer', 'great soundtrack', 'co-op', 'mechs', 'adventure', 'dinosaurs', 'open world', 'space', 'atmospheric', 'war', 'story rich']"
213330,"['lego', 'action', 'adventure', 'open world', 'local co-op', 'superhero', 'family friendly', 'multiplayer', 'co-op', 'singleplayer', 'split screen', 'controller', 'funny', 'comedy', 'local multiplayer', 'casual', 'third person', 'puzzle', 'comic book', 'story rich']"
213350,"['action', 'third-person shooter', 'comedy', 'third person', 'sci-fi', 'platformer', 'singleplayer', 'remake', 'funny']"
213610,"['action', 'great soundtrack', '3d platformer', 'platformer', 'fast-paced', 'adventure', 'classic', 'singleplayer', 'replay value', 'third person', 'local multiplayer', 'retro', 'story rich', 'family friendly', 'multiplayer', '3d', 'split screen', 'racing', 'sci-fi', 'comedy']"
213650,"['free to play', 'strategy', 'dwarf', 'casual', 'indie', 'singleplayer', 'arcade', 'mining', '2d', 'sandbox', 'multiplayer', 'rts', 'top-down', 'funny']"
213670,"['rpg', 'comedy', 'adventure', 'funny', 'turn-based', 'dark humor', 'singleplayer', 'action', 'mature', '2d', 'satire', 'nudity', 'cartoon', 'open world', 'story rich', 'fantasy', 'turn-based strategy', 'epic', 'zombies', 'jrpg']"
213850,"['card battler', 'card game', 'deckbuilding', 'strategy', 'trading card game', 'turn-based', 'multiplayer', 'fantasy', 'singleplayer', 'magic', 'board game', 'co-op', 'turn-based strategy', 'casual', 'touch-friendly']"
21400,"['strategy', 'indie', 'action', 'rts']"
214100,"['casual', 'strategy', 'indie', 'simulation']"
214130,"['simulation', 'flight', 'indie']"
214150,"['4x', 'grand strategy', 'turn-based', 'strategy', 'pve', 'difficult', 'turn-based strategy', '2d', 'sandbox', 'top-down', 'space', 'sci-fi', 'diplomacy', 'building', 'artificial intelligence', 'aliens', 'futuristic', 'resource management', 'singleplayer', 'addictive']"
214170,"['rpg', 'fantasy', 'isometric', 'classic', 'action rpg', 'singleplayer', 'open world', 'real-time with pause', 'hack and slash', 'crpg', 'adventure', 'exploration', '2d', 'action', 'atmospheric', 'story rich', 'great soundtrack', 'funny', 'female protagonist', 'cult classic']"
214190,"['action', 'third-person shooter', 'multiplayer', 'shooter', 'moba', 'crafting', 'robots', 'indie', 'voxel', 'co-op', 'minimalist', 'massively multiplayer', 'pvp', 'pixel graphics', 'third person', 'strategy', 'mechs', 'adventure', 'sci-fi', 'sandbox']"
214250,"['survival', 'post-apocalyptic', 'action', 'adventure', 'third person', 'singleplayer', 'parkour', 'atmospheric', 'dark', 'open world', 'third-person shooter', 'shooter', 'horror', 'fps', 'platformer', 'action-adventure', 'story rich', 'survival horror', 'first-person', 'stealth']"
214340,"['adventure', 'point & click', 'comedy', 'puzzle', 'singleplayer', 'funny', 'indie', 'story rich', '2d', 'dark humor', 'great soundtrack', 'hand-drawn', 'escape room', 'steampunk', 'classic', 'retro', 'sci-fi', 'dystopian ', 'hidden object', 'cult classic']"
214360,"['tower defense', 'strategy', 'indie', 'steampunk', 'multiplayer', 'co-op', 'action', 'singleplayer', 'online co-op', 'difficult']"
214420,"['free to play', 'multiplayer', 'robots', 'action', 'shooter', 'building', 'tanks', 'pvp', 'third person', 'war', 'sandbox', 'massively multiplayer', 'indie', 'open world', 'strategy', 'funny', 'simulation', 'fps', 'adventure', 'singleplayer']"
214490,"['horror', 'survival horror', 'sci-fi', 'aliens', 'atmospheric', 'stealth', 'first-person', 'space', 'female protagonist', 'singleplayer', 'survival', 'action', 'difficult', 'adventure', 'psychological horror', 'great soundtrack', 'fps', 'gore', 'shooter', 'vr']"
214510,"['lego', 'adventure', 'local co-op', 'action', 'fantasy', 'open world', 'comedy', 'family friendly', 'co-op', 'singleplayer', 'funny', 'casual', 'controller', 'multiplayer', 'split screen', 'local multiplayer', 'platformer', 'third person', 'puzzle', 'dwarf']"
214550,"['indie', 'puzzle', 'casual', 'platformer', 'strategy', 'simulation', 'singleplayer', 'family friendly', 'cute', 'touch-friendly', '2d']"
